station_id,node_id,node_type,small_allowable_kWh,medium_allowable_kWh,large_allowable_kWh,charging_efficiency,base_price_per_kWh,is_charging_enabled
st_433,433,delivery,5.0,15.0,20.0,0.9,0.946,1
st_434,434,pickup,5.0,15.0,20.0,0.9,0.914,1
st_435,435,delivery,5.0,15.0,20.0,0.9,0.881,1
st_436,436,pickup,5.0,15.0,20.0,0.9,0.782,1
st_437,437,delivery,5.0,15.0,20.0,0.9,0.743,1
st_438,438,pickup,5.0,15.0,20.0,0.9,0.817,1
st_439,439,delivery,5.0,15.0,20.0,0.9,0.8,1
st_440,440,pickup,5.0,15.0,20.0,0.9,0.784,1
st_441,441,delivery,5.0,15.0,20.0,0.9,0.77,1
st_442,442,pickup,5.0,15.0,20.0,0.9,0.858,1
st_443,443,delivery,5.0,15.0,20.0,0.9,0.845,1
st_444,444,pickup,5.0,15.0,20.0,0.9,0.913,1
st_445,445,delivery,5.0,15.0,20.0,0.9,0.844,1
st_446,446,pickup,5.0,15.0,20.0,0.9,0.883,1
st_447,447,delivery,5.0,15.0,20.0,0.9,0.868,1
st_448,448,pickup,5.0,15.0,20.0,0.9,0.9,1
st_449,449,delivery,5.0,15.0,20.0,0.9,0.819,1
st_450,450,pickup,5.0,15.0,20.0,0.9,0.873,1
st_451,451,delivery,5.0,15.0,20.0,0.9,0.865,1
st_452,452,pickup,5.0,15.0,20.0,0.9,0.987,1
st_453,453,delivery,5.0,15.0,20.0,0.9,0.93,1
st_454,454,pickup,5.0,15.0,20.0,0.9,0.883,1
st_455,455,delivery,5.0,15.0,20.0,0.9,0.834,1
st_456,456,pickup,5.0,15.0,20.0,0.9,0.775,1
st_457,457,delivery,5.0,15.0,20.0,0.9,0.779,1
st_458,458,pickup,5.0,15.0,20.0,0.9,0.809,1
st_459,459,delivery,5.0,15.0,20.0,0.9,0.722,1
st_460,460,pickup,5.0,15.0,20.0,0.9,0.959,1
st_461,461,delivery,5.0,15.0,20.0,0.9,0.936,1
st_462,462,pickup,5.0,15.0,20.0,0.9,0.729,1
st_463,463,delivery,5.0,15.0,20.0,0.9,0.71,1
st_464,464,pickup,5.0,15.0,20.0,0.9,0.785,1
st_465,465,delivery,5.0,15.0,20.0,0.9,0.723,1
st_466,466,pickup,5.0,15.0,20.0,0.9,0.741,1
st_467,467,delivery,5.0,15.0,20.0,0.9,0.69,1
st_468,468,pickup,5.0,15.0,20.0,0.9,0.755,1
st_469,469,delivery,5.0,15.0,20.0,0.9,0.676,1
st_470,470,pickup,5.0,15.0,20.0,0.9,0.954,1
st_471,471,delivery,5.0,15.0,20.0,0.9,0.842,1
st_472,472,pickup,5.0,15.0,20.0,0.9,0.787,1
st_473,473,delivery,5.0,15.0,20.0,0.9,0.772,1
st_474,474,pickup,5.0,15.0,20.0,0.9,0.774,1
st_475,475,delivery,5.0,15.0,20.0,0.9,0.741,1
st_476,476,pickup,5.0,15.0,20.0,0.9,0.831,1
st_477,477,delivery,5.0,15.0,20.0,0.9,0.734,1
st_478,478,pickup,5.0,15.0,20.0,0.9,0.772,1
st_479,479,delivery,5.0,15.0,20.0,0.9,0.763,1
st_480,480,pickup,5.0,15.0,20.0,0.9,0.834,1
st_481,481,delivery,5.0,15.0,20.0,0.9,0.779,1
st_482,482,pickup,5.0,15.0,20.0,0.9,0.792,1
st_483,483,delivery,5.0,15.0,20.0,0.9,0.757,1
st_484,484,pickup,5.0,15.0,20.0,0.9,0.879,1
st_485,485,delivery,5.0,15.0,20.0,0.9,0.871,1
st_486,486,pickup,5.0,15.0,20.0,0.9,0.801,1
st_487,487,delivery,5.0,15.0,20.0,0.9,0.747,1
st_488,488,pickup,5.0,15.0,20.0,0.9,0.738,1
st_489,489,delivery,5.0,15.0,20.0,0.9,0.746,1
st_490,490,pickup,5.0,15.0,20.0,0.9,0.752,1
st_491,491,delivery,5.0,15.0,20.0,0.9,0.806,1
st_492,492,pickup,5.0,15.0,20.0,0.9,0.789,1
st_493,493,delivery,5.0,15.0,20.0,0.9,0.886,1
st_494,494,pickup,5.0,15.0,20.0,0.9,0.958,1
st_495,495,delivery,5.0,15.0,20.0,0.9,0.877,1
st_496,496,pickup,5.0,15.0,20.0,0.9,0.68,1
st_497,497,delivery,5.0,15.0,20.0,0.9,0.675,1
st_498,498,pickup,5.0,15.0,20.0,0.9,0.81,1
st_499,499,delivery,5.0,15.0,20.0,0.9,0.853,1
st_500,500,pickup,5.0,15.0,20.0,0.9,0.827,1
st_501,501,delivery,5.0,15.0,20.0,0.9,0.725,1
st_502,502,pickup,5.0,15.0,20.0,0.9,0.742,1
st_503,503,delivery,5.0,15.0,20.0,0.9,0.719,1
st_504,504,pickup,5.0,15.0,20.0,0.9,0.738,1
st_505,505,delivery,5.0,15.0,20.0,0.9,0.742,1
st_506,506,pickup,5.0,15.0,20.0,0.9,0.837,1
st_507,507,delivery,5.0,15.0,20.0,0.9,0.867,1
st_508,508,pickup,5.0,15.0,20.0,0.9,0.785,1
st_509,509,delivery,5.0,15.0,20.0,0.9,0.78,1
st_510,510,pickup,5.0,15.0,20.0,0.9,0.829,1
st_511,511,delivery,5.0,15.0,20.0,0.9,0.868,1
st_512,512,pickup,5.0,15.0,20.0,0.9,0.736,1
st_513,513,delivery,5.0,15.0,20.0,0.9,0.712,1
st_514,514,pickup,5.0,15.0,20.0,0.9,0.893,1
st_515,515,delivery,5.0,15.0,20.0,0.9,0.797,1
st_516,516,pickup,5.0,15.0,20.0,0.9,0.897,1
st_517,517,delivery,5.0,15.0,20.0,0.9,0.961,1
st_518,518,pickup,5.0,15.0,20.0,0.9,0.801,1
st_519,519,delivery,5.0,15.0,20.0,0.9,0.769,1
st_520,520,pickup,5.0,15.0,20.0,0.9,0.801,1
st_521,521,delivery,5.0,15.0,20.0,0.9,0.853,1
st_522,522,pickup,5.0,15.0,20.0,0.9,0.825,1
st_523,523,delivery,5.0,15.0,20.0,0.9,0.868,1
st_524,524,pickup,5.0,15.0,20.0,0.9,0.778,1
st_525,525,delivery,5.0,15.0,20.0,0.9,0.761,1
st_526,526,pickup,5.0,15.0,20.0,0.9,0.87,1
st_527,527,delivery,5.0,15.0,20.0,0.9,0.795,1
st_528,528,pickup,5.0,15.0,20.0,0.9,0.84,1
st_529,529,delivery,5.0,15.0,20.0,0.9,0.769,1
st_530,530,pickup,5.0,15.0,20.0,0.9,0.84,1
st_531,531,delivery,5.0,15.0,20.0,0.9,0.767,1
st_532,532,pickup,5.0,15.0,20.0,0.9,0.9,1
st_533,533,delivery,5.0,15.0,20.0,0.9,0.924,1
st_534,534,pickup,5.0,15.0,20.0,0.9,0.719,1
st_535,535,delivery,5.0,15.0,20.0,0.9,0.772,1
st_536,536,pickup,5.0,15.0,20.0,0.9,0.778,1
st_537,537,delivery,5.0,15.0,20.0,0.9,0.765,1
st_538,538,pickup,5.0,15.0,20.0,0.9,0.93,1
st_539,539,delivery,5.0,15.0,20.0,0.9,0.89,1
st_540,540,pickup,5.0,15.0,20.0,0.9,0.789,1
st_541,541,delivery,5.0,15.0,20.0,0.9,0.767,1
st_542,542,pickup,5.0,15.0,20.0,0.9,0.907,1
st_543,543,delivery,5.0,15.0,20.0,0.9,0.917,1
st_544,544,pickup,5.0,15.0,20.0,0.9,0.715,1
st_545,545,delivery,5.0,15.0,20.0,0.9,0.698,1
st_546,546,pickup,5.0,15.0,20.0,0.9,0.763,1
st_547,547,delivery,5.0,15.0,20.0,0.9,0.814,1
st_548,548,pickup,5.0,15.0,20.0,0.9,0.974,1
st_549,549,delivery,5.0,15.0,20.0,0.9,0.947,1
st_550,550,pickup,5.0,15.0,20.0,0.9,0.821,1
st_551,551,delivery,5.0,15.0,20.0,0.9,0.765,1
st_552,552,pickup,5.0,15.0,20.0,0.9,0.894,1
st_553,553,delivery,5.0,15.0,20.0,0.9,0.873,1
st_554,554,pickup,5.0,15.0,20.0,0.9,0.754,1
st_555,555,delivery,5.0,15.0,20.0,0.9,0.769,1
st_556,556,pickup,5.0,15.0,20.0,0.9,0.874,1
st_557,557,delivery,5.0,15.0,20.0,0.9,0.766,1
st_558,558,pickup,5.0,15.0,20.0,0.9,0.753,1
st_559,559,delivery,5.0,15.0,20.0,0.9,0.763,1
st_560,560,pickup,5.0,15.0,20.0,0.9,0.786,1
st_561,561,delivery,5.0,15.0,20.0,0.9,0.79,1
st_562,562,pickup,5.0,15.0,20.0,0.9,0.737,1
st_563,563,delivery,5.0,15.0,20.0,0.9,0.786,1
st_564,564,pickup,5.0,15.0,20.0,0.9,0.833,1
st_565,565,delivery,5.0,15.0,20.0,0.9,0.816,1
st_566,566,pickup,5.0,15.0,20.0,0.9,0.821,1
st_567,567,delivery,5.0,15.0,20.0,0.9,0.799,1
st_568,568,pickup,5.0,15.0,20.0,0.9,0.817,1
st_569,569,delivery,5.0,15.0,20.0,0.9,0.758,1
st_570,570,pickup,5.0,15.0,20.0,0.9,0.854,1
st_571,571,delivery,5.0,15.0,20.0,0.9,0.754,1
st_572,572,pickup,5.0,15.0,20.0,0.9,0.823,1
st_573,573,delivery,5.0,15.0,20.0,0.9,0.856,1
st_574,574,pickup,5.0,15.0,20.0,0.9,0.827,1
st_575,575,delivery,5.0,15.0,20.0,0.9,0.897,1
st_576,576,pickup,5.0,15.0,20.0,0.9,0.773,1
st_577,577,delivery,5.0,15.0,20.0,0.9,0.85,1
st_578,578,pickup,5.0,15.0,20.0,0.9,0.777,1
st_579,579,delivery,5.0,15.0,20.0,0.9,0.749,1
st_580,580,pickup,5.0,15.0,20.0,0.9,0.818,1
st_581,581,delivery,5.0,15.0,20.0,0.9,0.758,1
st_582,582,pickup,5.0,15.0,20.0,0.9,0.931,1
st_583,583,delivery,5.0,15.0,20.0,0.9,0.881,1
st_584,584,pickup,5.0,15.0,20.0,0.9,0.77,1
st_585,585,delivery,5.0,15.0,20.0,0.9,0.799,1
st_586,586,pickup,5.0,15.0,20.0,0.9,0.878,1
st_587,587,delivery,5.0,15.0,20.0,0.9,0.851,1
st_588,588,pickup,5.0,15.0,20.0,0.9,0.891,1
st_589,589,delivery,5.0,15.0,20.0,0.9,0.819,1
st_590,590,pickup,5.0,15.0,20.0,0.9,0.918,1
st_591,591,delivery,5.0,15.0,20.0,0.9,0.88,1
st_592,592,pickup,5.0,15.0,20.0,0.9,0.759,1
st_593,593,delivery,5.0,15.0,20.0,0.9,0.76,1
st_594,594,pickup,5.0,15.0,20.0,0.9,0.811,1
st_595,595,delivery,5.0,15.0,20.0,0.9,0.912,1
st_596,596,pickup,5.0,15.0,20.0,0.9,0.824,1
st_597,597,delivery,5.0,15.0,20.0,0.9,0.841,1
st_598,598,pickup,5.0,15.0,20.0,0.9,0.981,1
st_599,599,delivery,5.0,15.0,20.0,0.9,0.865,1
st_600,600,pickup,5.0,15.0,20.0,0.9,0.813,1
st_601,601,delivery,5.0,15.0,20.0,0.9,0.873,1
